task_label,task_category,seed,benchmark,mode,variant,parameter_count,trainable_parameter_count,metric_name,metric_value,train_initial_loss,train_final_loss,average_train_step_time_seconds,average_eval_step_time_seconds,lm_loss,answer_loss,sufficiency_loss,tokens_per_second,decode_tokens_per_second,peak_memory_bytes,throughput_per_memory,bank_read_slots,segment_count,block_size,refresh_slots,refresh_enabled,detail_enabled,detail_slots,detail_topk,segment_length,refresh_count,bank_size,upper_layer_only_refresh
delayed_kv_short,refresh_friendly,11,delayed_kv,easy,transformer_full_small,208256,208256,accuracy,0.25833334065973756,5.431044578552246,1.9961515665054321,0.006649895644255189,0.00237760670715943,0.5852259814739227,1.8604600071907043,0.0,484384.3039110162,19973.634737802386,29172224.0,0.016604298112856127,0.0,6.0,8,2,False,False,4,2,8,2,4,True
delayed_kv_short,refresh_friendly,17,delayed_kv,easy,transformer_full_small,208256,208256,accuracy,0.2333333373069763,5.117649078369141,2.0637853145599365,0.0050685035675996915,0.0023808870231732727,0.5734434247016906,1.9191751956939698,0.0,483723.2596258921,24272.459991579453,29172224.0,0.016581638054948847,0.0,6.0,8,2,False,False,4,2,8,2,4,True
delayed_kv_short,refresh_friendly,11,delayed_kv,easy,transformer_full_medium,399600,399600,accuracy,0.14583333805203438,5.233489036560059,1.8933387994766235,0.0063749942356177295,0.002580399147700518,0.6135724067687989,2.0900961637496946,0.0,446334.42656939063,17698.670306700307,35330560.0,0.012633097991353396,0.0,6.0,8,2,False,False,4,2,8,2,4,True
delayed_kv_short,refresh_friendly,17,delayed_kv,easy,transformer_full_medium,399600,399600,accuracy,0.2583333417773247,5.450932025909424,1.7882328033447266,0.006346490883798753,0.002572473371401429,0.5975772321224213,1.9051743745803833,0.0,447716.5912591498,19782.45943902828,35330560.0,0.012672218930556147,0.0,6.0,8,2,False,False,4,2,8,2,4,True
delayed_kv_short,refresh_friendly,11,delayed_kv,easy,transformer_full_large,1206272,1206272,accuracy,0.30416667759418486,5.271074295043945,1.730199933052063,0.0069194057044417905,0.0028221558080986143,0.4519014596939087,1.4822316288948059,0.0,408113.12013011245,15022.561719545525,52187648.0,0.007820109465943215,0.0,6.0,8,2,False,False,4,2,8,2,4,True
delayed_kv_short,refresh_friendly,17,delayed_kv,easy,transformer_full_large,1206272,1206272,accuracy,0.21250000447034836,5.5470380783081055,1.7323377132415771,0.0064841786383314885,0.002836870402097702,0.5268002629280091,1.606915497779846,0.0,405995.423703265,16538.459487886263,52187648.0,0.007779530966853785,0.0,6.0,8,2,False,False,4,2,8,2,4,True
delayed_kv_short,refresh_friendly,11,delayed_kv,easy,refresh_with_sufficiency_small,191680,191680,accuracy,0.17083333805203438,5.450839519500732,2.1248939037323,0.016303816514684714,0.0066738387220539154,0.5030170530080795,1.9516735911369323,0.016231533698737623,172598.5428533065,5405.869262398713,24330752.0,0.007093843332639555,10.0,6.0,8,2,True,False,4,2,8,2,4,True
delayed_kv_short,refresh_friendly,17,delayed_kv,easy,refresh_with_sufficiency_small,191680,191680,accuracy,0.18750000447034837,5.476823329925537,2.040006399154663,0.016435568717942158,0.006685457774437964,0.5489888787269592,2.0336810111999513,0.023318009823560713,172298.60757512294,5551.493488820856,24330752.0,0.007081515917597736,10.0,6.0,8,2,True,False,4,2,8,2,4,True
delayed_kv_short,refresh_friendly,11,delayed_kv,easy,refresh_with_sufficiency_medium,451600,451600,accuracy,0.1416666705161333,5.326712608337402,2.145186185836792,0.024293182885028526,0.009446967905387283,0.582672655582428,2.0722498416900637,0.04153173565864563,121935.3708358832,3536.0762662125853,29022208.0,0.004201450518026857,10.0,6.0,8,2,True,False,4,2,8,2,4,True
delayed_kv_short,refresh_friendly,17,delayed_kv,easy,refresh_with_sufficiency_medium,451600,451600,accuracy,0.09583333395421505,5.605844497680664,2.0603835582733154,0.024370297836463176,0.009555256704334169,0.496155309677124,2.0260624527931212,0.017655477114021777,120554.2872665242,3543.9335711616914,29022208.0,0.004153863388565205,10.0,6.0,8,2,True,False,4,2,8,2,4,True
delayed_kv_short,refresh_friendly,11,delayed_kv,easy,refresh_with_sufficiency_large,1140352,1140352,accuracy,0.15416666977107524,5.252062797546387,2.118760824203491,0.024663750934673268,0.009637390810530633,0.4823010891675949,1.9716450929641725,0.016219290904700756,119526.87409122473,3471.7902718234104,41563648.0,0.002875755133217006,10.0,6.0,8,2,True,False,4,2,8,2,4,True
delayed_kv_short,refresh_friendly,17,delayed_kv,easy,refresh_with_sufficiency_large,1140352,1140352,accuracy,0.12500000223517418,5.6257004737854,2.045349359512329,0.02454782549143096,0.009656156599521636,0.4854102164506912,2.026063084602356,0.017011487670242787,119294.80612379508,3559.92342873797,41563648.0,0.0028701716972435883,10.0,6.0,8,2,True,False,4,2,8,2,4,True
delayed_kv_short,refresh_friendly,11,delayed_kv,easy,refresh_with_detail_small,208450,208450,accuracy,0.9958333373069763,5.415571212768555,0.16849540174007416,0.02203934718013948,0.00895378909772262,0.5600451707839966,0.021639750991016626,0.018429973721504213,128651.13918919416,3876.7365566705125,25406464.0,0.005063716823765565,10.0,6.0,8,2,True,True,4,2,8,2,4,True
delayed_kv_short,refresh_friendly,17,delayed_kv,easy,refresh_with_detail_small,208450,208450,accuracy,1.0,5.280386924743652,0.17314329743385315,0.02175236951022978,0.008968570304568857,0.5643296182155609,0.026566338539123536,0.016408255510032176,128439.58892518471,3870.822922603587,25406464.0,0.005055390192243388,10.0,6.0,8,2,True,True,4,2,8,2,4,True
delayed_kv_short,refresh_friendly,11,delayed_kv,easy,refresh_with_detail_medium,477682,477682,accuracy,1.0,5.578307151794434,0.15074704587459564,0.0296220917581296,0.011787705903407187,0.4910806953907013,0.02474835067987442,0.015983593370765447,97723.83127097889,2805.65966680823,30445056.0,0.003209842388563151,10.0,6.0,8,2,True,True,4,2,8,2,4,True
delayed_kv_short,refresh_friendly,17,delayed_kv,easy,refresh_with_detail_medium,477682,477682,accuracy,1.0,5.9247612953186035,0.1611519604921341,0.029585180440012158,0.011805066594388337,0.5419296860694885,0.030653940886259078,0.01627135407179594,97580.22552690972,2802.4363085629843,30445056.0,0.0032051255063189807,10.0,6.0,8,2,True,True,4,2,8,2,4,True
delayed_kv_short,refresh_friendly,11,delayed_kv,easy,refresh_with_detail_large,1206658,1206658,accuracy,1.0,5.774427890777588,0.13046135008335114,0.029509390290736015,0.012000594416167586,0.4648410350084305,0.009403699170798063,0.013704610988497734,95990.41457825014,2759.1220984798347,44150784.0,0.00217414971789063,10.0,6.0,8,2,True,True,4,2,8,2,4,True
delayed_kv_short,refresh_friendly,17,delayed_kv,easy,refresh_with_detail_large,1206658,1206658,accuracy,1.0,5.467545509338379,0.12127642333507538,0.029885473877139804,0.011946554819587618,0.4415233701467514,0.005714669777080417,0.012861947249621152,96424.7195160858,2778.3836361661133,44150784.0,0.002183986574645782,10.0,6.0,8,2,True,True,4,2,8,2,4,True
needle_long,refresh_hostile,11,needle,easy,transformer_full_small,208256,208256,accuracy,0.18750000447034837,5.666851997375488,2.3086581230163574,0.006216219089239732,0.0030533164041116833,1.025961971282959,2.071626091003418,0.0,628707.7177761225,20628.783456662364,36284928.0,0.017326966110450117,0.0,10.0,8,2,False,False,4,2,8,2,4,True
needle_long,refresh_hostile,17,needle,easy,transformer_full_small,208256,208256,accuracy,0.17500000298023224,5.335511207580566,2.3106584548950195,0.0062200948282326056,0.0030395622830837964,1.222249186038971,2.0309983253479005,0.0,631550.7757869689,24115.828707529832,36284928.0,0.01740531980074396,0.0,10.0,8,2,False,False,4,2,8,2,4,True
needle_long,refresh_hostile,11,needle,easy,transformer_full_medium,399600,399600,accuracy,0.2083333410322666,5.6799468994140625,2.282233953475952,0.0070384634755707035,0.003235631308052689,0.8730937600135803,2.0382095336914063,0.0,593272.9141056994,17497.009776622013,47251968.0,0.012555517562902341,0.0,10.0,8,2,False,False,4,2,8,2,4,True
needle_long,refresh_hostile,17,needle,easy,transformer_full_medium,399600,399600,accuracy,0.22916667461395263,5.2137579917907715,2.2889134883880615,0.006535618951440685,0.0032620868994854392,1.11297847032547,2.00027414560318,0.0,588478.5099836745,19923.626503379823,47251968.0,0.012454052918677894,0.0,10.0,8,2,False,False,4,2,8,2,4,True
needle_long,refresh_hostile,11,needle,easy,transformer_full_large,1206272,1206272,accuracy,1.0,5.382702827453613,0.5024223327636719,0.007127086703096413,0.0035619436181150376,1.0685441374778748,0.26223331689834595,0.0,538939.7141970424,15177.03102061231,65985024.0,0.008167606549586804,0.0,10.0,8,2,False,False,4,2,8,2,4,True
needle_long,refresh_hostile,17,needle,easy,transformer_full_large,1206272,1206272,accuracy,0.6708333551883697,5.495587348937988,1.4818230867385864,0.007100336756492551,0.0035839086980558933,0.9786361694335938,1.6355799198150636,0.0,535637.7821115579,17140.567291581014,65985024.0,0.008117565920890744,0.0,10.0,8,2,False,False,4,2,8,2,4,True
needle_long,refresh_hostile,11,needle,easy,refresh_with_sufficiency_small,191680,191680,accuracy,1.0,5.451418876647949,0.24520553648471832,0.02681375488140879,0.010960627777967602,0.8584681332111359,0.014050889760255814,0.0762820415198803,175162.35572238834,2712.5144867612735,26452480.0,0.0066217744318259894,18.0,10.0,8,2,True,False,4,2,8,2,4,True
needle_long,refresh_hostile,17,needle,easy,refresh_with_sufficiency_small,191680,191680,accuracy,1.0,5.517433166503906,0.24548694491386414,0.027181793966964404,0.010994030709844083,0.8458740293979645,0.016201832611113787,0.06566157937049866,174630.85227356563,2711.9891289135353,26452480.0,0.0066016816674113596,18.0,10.0,8,2,True,False,4,2,8,2,4,True
needle_long,refresh_hostile,11,needle,easy,refresh_with_sufficiency_medium,451600,451600,accuracy,1.0,5.029223442077637,0.23730850219726562,0.0397939237293839,0.01555390328867361,0.840206241607666,0.010801316983997823,0.07064770981669426,123437.0315875395,1785.9506915322863,31518720.0,0.00391630851720944,18.0,10.0,8,2,True,False,4,2,8,2,4,True
needle_long,refresh_hostile,17,needle,easy,refresh_with_sufficiency_medium,451600,451600,accuracy,1.0,5.493120193481445,0.24334383010864258,0.03987107934954111,0.015615760313812644,0.8411199152469635,0.010471876990050078,0.08268967121839524,122948.09160480842,1774.2072740315411,31518720.0,0.0039007958319629862,18.0,10.0,8,2,True,False,4,2,8,2,4,True
needle_long,refresh_hostile,11,needle,easy,refresh_with_sufficiency_large,1140352,1140352,accuracy,1.0,5.3344526290893555,0.2336975634098053,0.04027322839602776,0.015790534135885537,0.8408347010612488,0.007359530869871378,0.07091836854815484,121587.22007145218,1759.8217230339455,45110784.0,0.0026953027478186188,18.0,10.0,8,2,True,False,4,2,8,2,4,True
needle_long,refresh_hostile,17,needle,easy,refresh_with_sufficiency_large,1140352,1140352,accuracy,1.0,5.33521032333374,0.2331349104642868,0.040355677823794796,0.015849387587513773,0.8311416923999786,0.005927571421489119,0.07072347030043602,121135.61757894735,1748.583056431953,45110784.0,0.0026852917825357977,18.0,10.0,8,2,True,False,4,2,8,2,4,True
